GENUS$,SPECIES$,FAMILY$,GRWFRM2$,GRWFRM1$,SP$,SG60C_AVG,SG100C_AVG,SG60C_SEM,SG100C_SEM,SG60C_N,SG100C_N,WSG_CHAVE,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY,DBH_AVG,HEIGHT_AVG,DIAM_AVG,DBH_SEM,HEIGHT_SEM,DIAM_SEM,DBH_N,HEIGHT_N,DIAM_N,LEAFAREA_AVD,LEAFLET_AVD,LEAFTHCK_AVD,LMADISC_AVD,LMALEAF_AVD,LMALAM_AVD,LDDISC_AVD,LDMC_AVD,LEAFAREA_SED,LEAFLET_SED,LEAFTHCK_SED,LMADISC_SED,LMALEAF_SED,LMALAM_SED,LDDISC_SED,LDMC_SED,LEAFAREA_ND,LEAFLET_ND,LEAFTHCK_ND,LMADISC_ND,LMALEAF_ND,LMALAM_ND,LDDISC_ND,LDMC_ND,LEAFAREA_AVI,LEAFLET_AVI,LEAFTHCK_AVI,LMADISC_AVI,LMALEAF_AVI,LMALAM_AVI,LDDISC_AVI,LDMC_AVI,LEAFAREA_SEI,LEAFLET_SEI,LEAFTHCK_SEI,LMADISC_SEI,LMALEAF_SEI,LMALAM_SEI,LDDISC_SEI,LDMC_SEI,LEAFAREA_NI,LEAFLET_NI,LEAFTHCK_NI,LMADISC_NI,LMALEAF_NI,LMALAM_NI,LDDISC_NI,LDMC_NI,AVG_LAMTUF,AVG_VEINTUF,SEM_LAMTUF,SEM_VEINTUF,N_LAMTUF,N_VEINTUF,RGR_10,N_RGR10,RGR_50,N_RGR50,RGR_100,N_RGR100,MORT_10,N_MORT10,MORT_100,N_MORT100
Miconia,dorsiloba,Melastomatac,S,S,MICODO,,,,,,,,,,,,,,,,,,,,,13,3.41,0.675,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,92.45,,213.3333333,42.48145651,45.19721556,42.90973341,0.199131438,0.286741463,,,,,,,,,1,0,1,1,1,1,1,1,267.3,1001.65,39.4,130.25,2,2,4.361,1,,0,,0,0,1,,0
Miconia,elata,Melastomatac,U,U,MICOEL,0.638298705,0.69720642,0.06509171,0.03052333,5,5,0.473,,,,,,,,,,,,,,29.75,6.1875,1.14625,6.637959024,1.243887555,0.199327646,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,419.5737037,,258.6111111,70.4777603,87.98406669,78.73191692,0.274673627,0.313260639,53.29212383,,13.83601045,4.02740291,5.006706245,4.686836283,0.011506498,0.010315223,9,0,9,9,9,9,9,9,342.2333333,1530.827778,18.47879548,99.02933671,18,18,2.66641791,67,1.375055556,18,0.392857143,7,5.705806452,124,5.809444444,9
Miconia,hondurensis,Melastomatac,U,U,MICOHO,0.607354411,0.589611472,0.004683926,0.004724314,4,4,,,,,,,,,,,,,,,120.5,12.08722461,2.357395833,25.70505787,1.774280678,0.268375729,4,4,4,73.95333333,,277.5,87.54776354,85.10548955,82.49622314,0.315627446,0.312677235,,,0.833333333,3.933468195,,,0.01407799,,1,0,2,2,1,1,2,1,110.5271667,,268.25,63.90200045,68.52271205,63.97505932,0.241443746,0.274285713,11.6554993,,14.08004564,4.132549573,3.873772077,3.874171712,0.013291078,0.010952403,10,0,10,10,10,10,10,10,241.27,1526.315,10.4761285,119.3979768,20,20,4.328635514,107,2.128684211,38,0.795,24,2.187060241,166,4.899548387,31
Miconia,impetiolaris,Melastomatac,"S,T",U,MICOIM,0.590616789,0.578462557,0.017202766,0.01679974,5,5,,,,,,,,,,,,,,,30,5.346666667,0.7355,8.072587359,1.17132878,0.162698565,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,376.544,,251.6666667,55.06855473,64.10254926,62.84844266,0.221612203,0.299469395,90.98714395,,24.94855819,6.141909311,6.863172868,6.682074584,0.013431079,0.014764348,5,0,5,5,5,5,5,5,345.3142857,1320.057143,63.18352117,121.4202675,7,7,2.947119048,42,0.928285714,7,,0,2.7697,60,,0
Miconia,nervosa,Melastomatac,S,S,MICONE,0.486717452,0.47632964,,,1,1,,,,,,,,,,,,,,,26.6,4.13,1.122416667,1.122497216,0.503408383,0.164168697,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,129.141,,236,38.81771185,49.22151835,47.69776301,0.168866738,0.328725762,24.4462098,,44.12608198,7.674458767,6.89206449,6.859844111,0.017071,0.030880388,5,0,5,5,5,5,5,5,255.5,1143.0375,34.01048683,90.03139718,8,8,2.737266458,638,3.6585,2,,0,14.61182683,1513,,0
Miconia,poeppigii,Melastomatac,T,T,MICOPO,0.640479354,0.634394333,0.026391645,0.025485081,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miconia,prasina,Melastomatac,U,U,MICOPR,0.519484639,0.504641355,0.035098989,0.036100969,5,5,0.70475,,,,,,,,,,,,,,118,15.25,3.014285714,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,142.28,,160,63.04787593,72.53741246,71.39826417,0.395197863,0.328695211,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,7.43725,4,2.756,1,1.567,1,0,5,0,1
Miconia,trinervia,Melastomatac,M,M,MICOTR,0.525753529,0.521047351,0.018632305,0.021117035,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikania,leiostachya,Asteraceae,Climber,Climber,MIKALE,,0.146212766,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morinda,panamensis,Rubiaceae,"T,S",,MORIPA,0.500575174,0.486991856,0.022884395,0.022976914,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortoniodend,anisophyllum,Tiliaceae,U,U,MORTAN,0.49713894,0.482799512,0.026257388,0.02454807,5,5,,5.0953,1.6536,12.5,2,0.0865,0.018775,0.0370375,0.008875,1,2,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mosquitoxylu,jamaicense,Anacardiacea,T,T,MOSQJA,0.609959359,0.599508031,0.056046407,0.05587139,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouriri,myrtilloides,Melastomatac,T,S,MOURMY,0.806300926,0.788029779,0.01678179,0.016568111,5,5,,0.308846,0.110022,1,0,0.110192,0.074658,0.05599,0.042875,5,30,30,25,0.068,73,8.605,2.5528125,1.870828693,0.432059024,0.090598955,4,4,4,17.23,,180,96.65093279,97.46172931,97.46172931,0.536593954,0.470152072,,,,,,,,,1,0,1,1,1,1,1,1,13.71933333,,157.3333333,76.17442122,70.05850268,70.05850268,0.481798004,0.436224819,1.560850783,,5.592653912,4.146740437,2.758477345,2.758477345,0.015384576,0.011287002,5,0,5,5,5,5,5,5,281.7333333,1791.033333,31.86307947,114.9707632,9,9,1.650786009,29118,0.687614213,197,,0,3.007352055,35787,,1
Mouriri,panamensis,Melastomatac,U,U,MOURPA,0.752019807,0.736859809,0.016640907,0.016443762,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muntingia,calabura,Tiliaceae,U,U,MUNTCA,,,,,,,,0.96499,0.20106,1241.8,0,,,,,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrcia,fosteri,Myrtaceae,U,U,MYRCFO,,,,,,,,0.27118,0.052856,1,0,0.044604,0.02876,0.040308,0.025936,5,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrcia,gatunensis,Myrtaceae,U,U,MYRCGA,0.66805235,0.658500333,0.010195412,0.011355202,5,5,,0.453326667,0.115726667,1,0,0.139213333,0.07466,0.113346667,0.062646667,3,15,15,15,,81.8,11.43,2.0115625,17.17090563,1.060551743,0.254200839,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,31.70030303,,197.7272727,66.27638489,70.52812487,68.46606131,0.334688032,0.368315989,2.992609338,,5.557426223,3.664756515,4.282145787,4.18139415,0.014832614,0.011845244,11,0,11,11,11,11,11,11,682.04,3368.146667,32.74978851,169.0816227,15,15,2.371770115,174,3.024916667,12,0.842529412,17,3.176147321,224,7.562380952,21
Aulomyrcia,zetekiana,Myrtaceae,S,S,MYRCZE,0.800613946,0.787919382,0.007866518,0.008853149,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrospermum,frutescens,Fabaceae:Pap,T,T,MYROFR,0.888552306,0.874846019,0.014866827,0.015195894,3,3,0.83,,,,,,,,,,,,,,372.8,26.26804794,4.420107143,84.55436121,3.24018793,1.82276971,5,5,3,57.70611111,12.38888889,172.0833333,77.62980445,88.99306668,74.36230141,0.454034261,0.388287861,9.720697865,2.969495114,14.21356616,5.731143021,7.118034322,8.030681287,0.02543831,0.026586919,3,3,4,4,3,3,4,3,50.731,16.3,102.5,33.37828726,39.12654333,32.33133634,0.299087666,0.297878549,2.954281385,0.784219357,7.826237921,4.724173872,4.323714303,3.938648885,0.016648599,0.017506017,5,5,5,3,3,3,3,3,368.76,3667.29,55.74189169,688.5837305,10,10,1.273185185,27,0.6015,18,0.5463125,32,4.569982759,58,3.54604878,41
Myrsine,coriacea,Myrsinaceae,T,T,MYRSCO,0.605041499,0.593667175,0.019000024,0.018311459,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nectandra,cissiflora,Lauraceae,T,T,NECTCI,0.447629169,0.421057446,0.039816316,0.029326126,2,3,0.59,,,,,,,,,,,,,,141.25,19.46407216,2.519508929,18.15844615,1.526405769,0.480418871,4,4,4,81.29333333,,258.3333333,113.0591144,118.7027251,127.6891694,0.435307549,0.448165245,,,,,,,,,1,0,1,1,1,1,1,1,170.3751852,,249.1666667,71.05217152,83.89818004,80.84712623,0.306796684,0.38540629,13.76079755,,24.88515287,5.559255576,6.060186578,5.704028249,0.033078859,0.01587086,9,0,9,9,9,9,9,9,646.2083333,3952.8,31.44332433,160.8984957,12,12,3.591650069,723,2.910294118,153,2.149780952,105,2.688709531,1322,0.513810219,137
Nectandra,cuspidata,Lauraceae,U,U,NECTCU,0.43888669,0.429765972,0.039709418,0.03908707,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nectandra,lineata,Lauraceae,M,M,NECTGL,0.373479739,0.360426536,0.015256288,0.011821931,4,4,,,,,,,,,,,,,,,111.5,13.27985915,3.0728125,24.45914962,1.967008027,0.630305063,4,4,4,93.70166667,,181.6666667,64.73364801,73.4786974,70.68787602,0.3571121,0.377724394,1.87757231,,3.004626063,3.708698584,3.461962202,3.721121025,0.025480089,0.025567818,3,0,3,3,3,3,3,3,94.89214286,,165.2380952,55.5502039,60.0568163,57.27439322,0.340420244,0.356591357,15.21979612,,8.064542645,2.285471021,2.561859479,2.441674589,0.015789036,0.007810552,7,0,7,7,7,7,7,7,449.7875,3001.36875,25.57262676,118.1123585,16,16,2.722159363,251,4.670714286,28,1.859210526,38,3.877395112,491,3.701907407,54
Nectandra,martinicensi,Lauraceae,T,T,NECTMA,0.493618426,0.48678384,0.050548067,0.048713218,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nectandra,purpurea,Lauraceae,M,M,NECTPU,0.513520131,0.51347036,0.03186586,0.03419629,9,8,0.430677,2.3835,1.018313333,1,0,0.394091667,0.236791667,0.337395,0.20493,3,15,45,45,,113.6,11.80349027,2.490214286,26.11819289,1.779642514,0.443345462,5,5,5,49.45333333,,223.3333333,121.6003596,124.4408354,121.3025842,0.540113161,0.479214749,13.32666667,,1.666666667,5.619240279,1.8449458,2.766318162,0.03235861,0.005683499,2,0,2,2,2,2,2,2,58.25611111,,176.25,86.57376189,88.00215467,84.77938996,0.490068575,0.448249589,8.012005282,,2.431944048,4.131286106,4.060035891,3.887307644,0.017210966,0.01534109,6,0,6,6,6,6,6,6,529.0444444,3524.411111,49.26322753,217.7008622,9,9,3.763890351,228,1.90292,50,2.439875,8,1.535137755,392,8.202153846,13
Nectandra,'fuzzy',Lauraceae,T,T,NECTS1,,,,,,,,,,,,,,,,,,,,,99,15.25574694,2.49375,12,1.645746936,0.03125,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,72.3075,,205,64.90222522,70.4966905,68.28293783,0.317883356,0.337660178,11.3725,,25,5.563047876,3.757680312,3.352333778,0.011512604,0.000729683,2,0,2,2,2,2,2,2,,,,,,,7.093666667,12,2.842666667,6,1.104,1,6.602178571,28,0,2
Nectandra,sp.4_('tiny_,Lauraceae,M,M,NECTS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.323,1,,0,,0,0,2,,0
Nectandra,umbrosa,Lauraceae,M,M,NECTUM,,,,,,,,2.0681,0.9576,1,0,1.03894,0.60176,0.83654,0.51606,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neea,amplifolia,Nyctaginacea,S,S,NEEAAM,,,,,,,,0.2305925,0.0705925,1,0,0.09211,0.050025,0.0540525,0.0297725,2,14,14,14,,19.25,3.325,0.53477381,1.25,0.268219438,0.058193127,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,127.4753333,,244.6666667,41.69476287,45.59390235,44.01211495,0.171550302,0.184287835,27.17258931,,16.22241248,2.903358733,3.291548706,3.044927328,0.009753731,0.010531025,5,0,5,5,5,5,5,5,246.675,1762.2375,18.60996037,163.5654892,8,8,1.484529915,234,,0,,0,3.693807927,328,,0
Neea,delicatula,Nyctaginacea,U,U,NEEADE,0.491795822,0.482891571,0.014526554,0.013678161,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochroma,pyramidale,Bombacaceae,M,M,OCHRPY,0.194118501,0.191380633,0.022246287,0.021485251,5,5,0.130059,,,,,,,,,,,,,0.01,445.2,23.91441533,7.874261905,68.91980847,1.273696532,0.800493619,5,5,5,866.7583333,,270.2777778,89.68307485,114.3787069,97.89063983,0.330888368,0.378259933,571.3955016,,13.49668455,6.378666934,16.57347469,19.84949618,0.010933677,0.000130871,3,0,6,6,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,356.8333333,1958.758333,18.22507569,165.2567697,12,12,64.87,1,21.4255,4,9.169428571,14,19.02890909,13,0,10
Ocotea,cernua,Lauraceae,M,M,OCOTCE,0.614584265,0.610495929,0.006801643,0.006780461,4,4,0.453654,0.88944,0.32182,1,0,0.08647,0.047775,0.074365,0.04176,1,5,20,20,,198.8,14.396,3.650892857,27.14663883,0.73099658,0.763650504,5,5,5,32.215,,200,84.92545141,90.15720048,86.43302481,0.422483101,0.425686637,2.316792762,,4.194352464,7.744591623,8.239236575,7.940579566,0.029538701,0.021628153,3,0,3,3,3,3,3,3,63.66166667,7.416666667,186.875,61.71330636,70.29531472,66.75508273,0.329401479,0.366378873,20.2595982,0.083333333,3.801726581,3.064745151,5.141504986,4.271854271,0.012322817,0.009703607,8,2,8,8,8,8,8,8,480.4933333,3683.206667,18.76569684,154.5117251,15,15,2.24878233,781,2.490180645,155,1.442990826,109,1.795803383,1419,0.892884892,139
Ocotea,insularis,Lauraceae,T,T,OCOTIR,0.365648069,0.356425289,0.021045776,0.021096902,4,4,,1.81478,0.98516,1,0,1.0865,0.71136,1.01766,0.66684,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocotea,oblonga,Lauraceae,T,T,OCOTOB,0.398150892,0.391162516,0.017955066,0.017866898,9,9,0.38612,1.4562,0.6122,1,0,0.847,0.442,,,1,5,5,0,,376,21.79333387,5.172533333,8.491171886,3.443548869,0.712369463,5,4,5,35.24066667,,231.6666667,116.1159811,121.7395224,116.5186767,0.499088755,0.416123652,5.715005726,,9.234596785,8.61562766,9.761919834,8.843101849,0.021408261,0.011907969,5,0,5,5,5,5,5,5,57.89375,,188.9583333,51.72510677,56.8349814,55.17417278,0.272275022,0.299435579,9.982928214,,7.049551798,4.445093739,5.342491432,5.096258794,0.013573938,0.020256366,4,0,4,4,4,4,4,4,344.6733333,2706.533333,23.8754017,182.1354357,15,15,4.942565749,327,3.682692308,91,2.978887097,124,7.393490691,752,4.162121212,165
Ocotea,puberula,Lauraceae,T,T,OCOTPU,0.393448113,0.389102896,0.014674971,0.01444497,5,5,0.383887,0.64849,0.20269,1,0,0.1558,0.0915,0.0987,0.05464,3,10,15,15,,482.3333333,26.84213171,6.201569444,50.01910746,1.456870656,0.532826886,6,6,6,35.13,,201.9444444,77.77028546,79.08587134,76.26566988,0.385985307,0.351659195,9.468563973,,6.446599257,2.912769031,3.897633884,3.827192841,0.017774159,0.015711897,4,0,6,6,4,4,6,4,81.03266667,,150.3333333,49.35940661,54.81377126,52.25987382,0.326634093,0.336422339,5.980529742,,10.98483804,5.125831434,4.800322563,4.494679298,0.015183082,0.012715472,5,0,5,5,5,5,5,5,410.01,3467.257143,24.73850919,247.2247316,20,21,2.916916836,493,2.673790698,86,2.871112676,71,4.136763048,958,1.901438202,89
Ocotea,whitei,Lauraceae,T,T,OCOTWH,0.433726111,0.426338778,,,1,1,,19.6325,8.923,1,0,13.3155,7.0826,,,2,10,10,0,7.3,707.75,32.26857949,6.432982143,22.96872874,1.913715907,0.496073476,4,4,4,29.33055556,,207.7777778,113.9956545,116.5764905,112.7277497,0.544299934,0.48513568,3.788750934,,9.186006534,9.090889597,9.574600734,9.28631082,0.020569437,0.012347186,6,0,6,6,6,6,6,6,48.80266667,,166.3333333,68.32996179,73.67338914,70.94522918,0.411915351,0.40374554,2.699418538,,8.069145625,4.510538655,4.868293288,4.7437969,0.019961447,0.013599689,5,0,5,5,5,5,5,5,471.4866667,3614.38,29.89396956,304.2145556,15,15,3.00886898,1412,2.334034205,497,1.770470219,638,6.654548939,2922,1.896756944,864
Odontadenia,macrantha,Apocynaceae,Climber,Climber,ODO1MA,0.291927438,0.284104308,,,1,1,,,,,,0.2091,0.1903,0.09275,0.0903,1,,2,2,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odontadenia,puncticulosa,Apocynaceae,Climber,Climber,ODO1PU,0.261228055,0.256284622,0.006299543,0.006177096,5,5,,3.96665,3.39885,23.5,3.5,0.0374125,0.0345875,0.0363,0.0156375,1,2,8,8,,,,,,,,,,,195.67,,286.6666667,,57.81584515,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odontocarya,truncata,Menispermace,Climber,Climber,ODO2TR,,,,,,,,2.1054,0.4351,1,0,0.5732,0.2666,0.2581,0.1283,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenocarpus,mapora,Arecaceae,M,M,OENOMA,,,,,,,0.71328,4.509884,2.630532,1,0.8,2.713184,1.6613,2.012124,1.322792,5,25,25,25,,120.6666667,13.85538375,2.975188492,1.282358937,1.076009075,0.2624975,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,8942.05,87.5,152.5,63.04787593,120.1783004,,0.415412026,0.4756092,,,,,,,,,1,1,1,1,1,0,1,1,,,,,,,3.009,15,0.725,795,,0,0.780265533,5118,0.31294076,3815
Trophis,caucana,Moraceae,U,U,OLMEAS,0.486043701,0.475464913,0.03442949,0.033098754,5,5,0.473,0.11117,0.04577,1,0,0.04374,0.03054,0.0341,0.02537,2,10,10,10,,122.5,12.01,3.840833333,4.769696007,0.660328201,0.271640784,4,4,3,130.9,,227.5,67.43088334,77.62951919,75.10571707,0.293177754,0.380072993,,,,,,,,,1,0,1,1,1,1,1,1,78.74424242,,174.2424242,40.81611802,47.2320481,46.07875103,0.235956529,0.295193913,6.277660317,,13.05120769,3.200279644,3.818435827,3.670463867,0.009305777,0.010324142,11,0,11,11,11,11,11,11,506.4727273,3150.327273,27.25716331,224.3697204,22,22,2.760180039,511,1.345651399,393,0.579376812,138,5.039845377,1287,3.010752577,194
Omphalea,diandra,Euphorbiacea,Climber,Climber,OMPHDI,,0.217898757,,0.00412973,0,2,,508.55175,125.0193125,2.875,0,35.56393292,12.66464542,22.76762,8.577063333,4,13,37,21,,,,,,,,,,,130.8538889,,350,81.59136885,87.27001215,85.28869066,0.226613696,0.264201814,15.81122065,,6.938886665,,8.272199209,,,,3,0,3,1,3,1,1,1,131.6491667,,325.8333333,58.4962913,69.76111168,60.92790583,0.173837324,0.201359943,30.01416667,,25.83333333,15.00337154,18.32099029,15.91789141,0.028860925,0.014955522,2,0,2,2,2,2,2,2,402.44,3024.54,48.66717169,472.8973806,5,5,,,,,,,,,,
Ormosia,amazonica,Fabaceae:Pap,T,T,ORMOAM,0.662479053,0.64945081,0.030800703,0.030193941,4,4,,2.65716,2.0983,1,0,0.5114,0.38334,0.39428,0.29088,1,5,5,5,,110,11.38,1.12,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,602.8966667,7,358.3333333,87.88491796,106.9416555,90.90135624,0.244701557,0.428852997,,,,,,,,,1,1,1,1,1,1,1,1,884.25,4121.7,5.75,335.1,2,2,4.1495,2,,0,0.57525,4,0,3,0,5
Ormosia,coccinea,Fabaceae:Pap,T,T,ORMOCR,0.630597949,0.622173181,0.020539707,0.022170377,9,9,0.630716,3.703972,3.141496,1.04,0,0.656176,0.545299,0.522468,0.433871,5,40,42,42,0.543,294.25,18.02869572,3.934333333,201.2827096,5.46701256,2.610517195,4,4,3,1665.056667,12.66666667,260.8333333,128.343448,146.5392695,118.062641,0.490626805,0.495006394,,,34.16666667,20.00449539,,,0.012247579,,1,1,2,2,1,1,2,1,823.9977083,7.104166667,221.9791667,73.97729827,104.8193941,81.30376843,0.355381093,0.394395907,81.1837634,2.389614081,28.98024501,5.546430893,6.711818166,5.784815188,0.033860502,0.009295645,8,8,8,8,7,7,8,7,709.425,5277.4,32.49533795,485.6153402,12,12,2.315259091,220,0.929618421,76,0.600375,16,0.085925926,324,1.444428571,21
Ormosia,macrocalyx,Fabaceae:Pap,T,T,ORMOMA,0.664677727,0.649869585,0.024969981,0.024444943,5,5,,3.027675,2.34192,1.5,0,0.4032215,0.322853,0.328155,0.261205,5,25,57,57,0.401,275,16.9690782,2.764107143,128.5890094,5.291578545,1.158303113,6,6,6,,,227.5,120.9260508,,,0.531623201,,,,2.5,1.798156889,,,0.013960145,,0,0,2,2,0,0,2,0,733.7047619,5.595238095,195,49.94701859,72.3278735,54.41374993,0.25609879,0.322402418,154.327233,0.721786019,11.28631704,5.401704889,8.778153165,6.035723455,0.0233801,0.023211978,7,7,7,7,7,7,7,7,601.6818182,5481.354545,53.95961928,520.6141807,11,11,1.91404607,369,1.08615,20,0.622866667,15,0.043942731,454,1.14675,20
Otoba,acuminata,Myristicacea,M,M,OTOBAC,0.482191589,0.474083896,0.013567703,0.012665607,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otoba,novogranaten,Myristicacea,T,T,OTOBNO,0.413419464,0.406724808,0.021959862,0.021791819,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouratea,prominens,Ochnaceae,S,S,OURACO,0.794713056,0.779755062,0.020064385,0.016549567,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouratea,lucens,Ochnaceae,S,S,OURALU,0.817727299,0.802322762,0.010192802,0.009960891,5,5,,0.27958,0.15062,1,0,0.22414,0.12011,0.15243,0.097,2,10,10,10,,71,11.572,1.167785714,3.301514804,0.52301434,0.212077503,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,72.50625,,229.1666667,103.4502135,109.3366122,105.3916663,0.447444683,0.467262587,15.37062772,,10.50793351,14.69482367,13.93912064,13.66531462,0.049600825,0.027088678,4,0,4,4,4,4,4,4,529.85,5412.566667,55.65622906,417.776357,6,6,1.337604007,5091,0.690246667,150,,0,1.017879534,6010,,0
Oxandra,longipetala,Annonaceae,U,U,OXANLO,0.591327012,0.586011135,0.015978519,0.015719824,5,5,,1.849735,0.73653,1,0,1.0043625,0.524065,0.952215,0.5056225,2,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxandra,panamensis,Annonaceae,U,U,OXANPA,0.689042482,0.680196741,0.012502705,0.013020609,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palicourea,guianensis,Rubiaceae,"S,T",S,PALIGU,0.32546974,0.319528354,0.045551312,0.044925552,4,4,0.5382,0.143504,0.030604,1.84,0.08,0.015772,0.010471,0.009560333,0.007086667,5,25,70,70,0.014,57,6.175,0.751607143,4,0.665,0.374107143,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,129.5711111,,131.1111111,42.4065333,50.78627457,48.34443756,0.327163612,0.364911038,12.30185568,,9.638528652,1.423540871,1.185400237,1.024184193,0.01674665,0.021563873,3,0,3,3,3,3,3,3,234.5,2899.9,36.65135286,469.6377061,4,4,7.425619369,1332,1.84034375,32,,0,24.81382274,4423,,0
