SP4$,SP6$,FAMILY$,GENUS$,SPECIES$,OLDNAME$,CLIMBER$,FREE$,LIANA$,VINE$,SHRUB$,UNDERSTORY$,MIDSTORY$,TREE$,HERB$,EPIPHYTE$,HEMIEPIPHYT$,PARASITE$,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY
URLO,URENLO,Malvaceae,Urena, lobata,,NA,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.11926,0.08198,4.45,1.375,0.014774167,0.010471667,0.00877125,0.00659125,4,20,77,77,
VERP,VERNPA,Asteraceae,Vernonanthur,patens,Vernonia pat,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.00738,0.006456,20.48,,0.001656,0.0015,,,5,25,25,0,0.00001
VIR1,VIROSE,Myristicacea,Virola,sebifera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.571320222,1.327954222,1,0,0.745427556,0.486921556,0.446288,0.321750667,5,42,41,28,0.472
VIR2,VIROSU,Myristicacea,Virola,surinamensis,Virola nobil,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,15.24858667,4.577898889,1,0,3.363653333,2.215282222,2.252516,1.580256,9,49,49,25,1.952
VIR3,VIROSP,Myristicacea,Virola,multiflora,Virola bozo,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.1346225,1.8974425,1,0,1.3932925,0.8051225,0.72267,0.56599,2,9,9,6,
VIRE,VIROEL,Myristicacea,Virola,elongata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.01991,0.67728,1,0,0.56944,0.32424,0.29568,0.19197,2,10,10,10,
VISM,VISMMA,Clusiaceae,Vismia,macrophylla,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.98893,0.45144,36.8,39.8,0.0008525,0.0003025,0.00024,7.29167E-05,2,10,10,5,0.0006
VITT,VITITI,Vitaceae,Vitis,tiliifolia,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.28268,0.048252,2.32,0.2,0.02011,0.012309667,0.004657333,0.003873,5,25,58,58,
VOCF,VOCHFE,Vochysiaceae,Vochysia,ferruginea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.778316,0.247348,1.7,0.9,0.024072667,0.016164333,0.017771333,0.011580467,5,30,52,41,
WELR,,,,,,,,,,,,,,,,,,3.961624,1.210164,1,,2.191412,0.675704,1.8991,0.50606,5,25,25,25,
WULB,WULFBA,Asteraceae,Tilesia,baccata,Wulffia bacc,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.12438,0.91344,39,2,0.01337,0.006375,0.003165,0.002455,1,5,20,20,
XYLC,XYL2CH,Flacourtiace,Xylosma,chlorantha,Xylosma chlo,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.432485,0.070423,4.3,1.11,0.016662917,0.007146333,0.0092275,0.00405475,5,24,79,79,
XYLF,XYL1FR,Annonaceae,Xylopia,frutescens,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.44604,0.172356667,1.666666667,0,0.066549444,0.043287778,0.03745,0.027476667,3,25,41,41,
XYLM,XYL1MA,Annonaceae,Xylopia,macrantha,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,17.43571761,6.317507386,6.857954545,0.25,0.29201108,0.185141998,0.186334896,0.129811458,2,19,75,63,
XYLO,XYL2OL,Flacourtiace,Xylosma,oligandra,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.2366,0.0502,1.8,0,0.03932,0.020133333,,,1,5,9,0,
ZAN1,ZANTP1,Rutaceae,Zanthoxylum,panamense,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.02257,0.01295,1,0,0.01213,0.00795,0.00206,0.0013,2,10,10,10,0.029
ZAN2,,,,,,,,,,,,,,,,,,0.050882857,0.040058857,1,,0.028389429,0.020387714,0.004454571,0.003633143,5,54,54,54,
ZANB,ZANTBE,Rutaceae,Zanthoxylum,ekmanii,Zanthoxylum,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.014
ZANJ,ZANTPR,Rutaceae,Zanthoxylum,acuminatum,Zanthoxylum,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.011
ZANS,ZANTSE,Rutaceae,Zanthoxylum,setulosum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.01
ZUEG,ZUELGU,Flacourtiace,Zuelania,guidonia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,45.05051786,7.503764286,36.71428571,0.446428571,0.050842411,0.018690179,0.021791964,0.009588929,4,17,68,56,
ZYG2,ZYGILO,Fabaceae:Mim,Zygia,longifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,17.144905,6.269905,7.55,0.5,1.18339875,0.55135875,1.06324375,0.5118475,4,20,80,80,
ZYZJ,,,,,,,,,,,,,,,,,,15.00430667,4.125991667,1.083333333,,2.815876667,1.548521667,2.5210575,1.369693333,3,10,11,11,
